,0
0,0.07308660814784367
1,0.06461533233226086
2,0.06987174072910217
3,0.07382410317814372
4,0.0739856847940351
5,0.06919995854428847
6,0.06695662111434769
7,0.07145743218443074
8,0.05862144572926004
9,0.06864182070041251
10,0.06414618908076465
11,0.0821362854939151
12,0.06180179083444407
13,0.05777064156149812
14,0.05955406555188264
15,0.07806820982414676
16,0.07512393862948794
17,0.08867227807353838
18,0.06094748681060608
19,0.06504845952440182
20,0.06404809964917509
21,0.0698016997330701
22,0.06839144988203699
23,0.060906755675617
24,0.06551324283263602
25,0.06653411602035816
26,0.0617849048027731
27,0.07182036428804797
28,0.06567489594727459
29,0.05951877246419765
30,0.06866541882552454
31,0.07142004183742526
32,0.052281966397615356
33,0.0628759137850832
34,0.07624131142398255
35,0.057044830525288893
36,0.05646123598926423
37,0.062114267822344145
38,0.0673258512856973
39,0.060841772702108235
40,0.05327733571130431
41,0.06374059175139032
42,0.06370700089311104
43,0.045965978837690644
44,0.05208945965959346
45,0.058764424268546694
46,0.07027576357986019
47,0.055652804451981626
48,0.06591659814257325
49,0.05029938500682177
50,0.061408688206371645
51,0.06779087620727116
52,0.048943700158409015
53,0.06573375189577288
54,0.059739607789414936
55,0.06991583854088122
56,0.05551195234980286
57,0.048988859927388585
58,0.050370374448138994
59,0.05939301820345015
60,0.0373291942177701
61,0.05700273942015754
62,0.05308412083831978
63,0.053505019053691164
64,0.04597324039630532
65,0.06886485965705395
66,0.05791984164120394
67,0.04534617344711819
68,0.05183507739080301
69,0.05344145682180937
70,0.046799927197989914
71,0.05470300914596493
72,0.035682105663015724
73,0.0547424680171993
74,0.05189507973773903
75,0.050419784076358776
76,0.050360219261447355
77,0.04024391241805387
78,0.048722624828582146
79,0.05218733375025903
80,0.05344567675928426
81,0.040986377781528104
82,0.04474111928528524
83,0.049977444369754515
84,0.04458309533758252
85,0.04864462712243623
86,0.04903154440197068
87,0.044661809347367507
88,0.05717169123634291
89,0.05662096609604242
90,0.04762036829671332
91,0.04829074185856967
92,0.03884867602819673
93,0.04046969361037042
94,0.04860020552006303
95,0.04824280266716049
96,0.04726472135088736
97,0.048398865846420246
98,0.05396960494861669
99,0.04070104924528633
100,0.05914650262078768
101,0.05864757493145042
102,0.05157555311458829
103,0.04728042698677722
104,0.04323597703032666
105,0.05117876574530952
106,0.04321711371270881
107,0.056808310099346615
108,0.04948395164134291
109,0.060793701314237086
110,0.05174229458701919
111,0.044092711172495136
112,0.04291918816176343
113,0.04013122422180752
114,0.033792485183316096
115,0.03844073522600316
116,0.047270195101006815
117,0.052750458136459615
118,0.030651213023921608
119,0.05852774391757445
120,0.03922157919639926
121,0.040269078850292774
122,0.03833304646933174
123,0.03615631051510365
124,0.03607817528532092
125,0.0460566053597765
126,0.043308538591821884
127,0.04695438473232476
128,0.04594584036264912
129,0.05867469765680456
130,0.039266731094249524
131,0.041899673380843
132,0.04759343700526901
133,0.05631454186126386
134,0.04092111420911011
135,0.04547210117331423
136,0.03339839102906636
137,0.03640165629695396
138,0.05060406277064739
139,0.03763367689044518
140,0.04386392523529162
141,0.04842072025243389
142,0.034856569485833565
143,0.04981186529133448
144,0.044525066738823296
145,0.04852484917587585
146,0.041125805203328925
147,0.05521263816209754
148,0.04685693213927937
149,0.04638692248322874
150,0.05790219860914232
151,0.043110572871443376
152,0.05574909676081438
153,0.04454552519437152
154,0.03714326148342798
155,0.034217998445593645
156,0.04995638139915809
157,0.04772569443885919
158,0.047330158108924894
159,0.05881398672697204
160,0.04116725748289263
161,0.03790118093449285
162,0.05333091013925537
163,0.03781282964040998
164,0.045435005954596264
165,0.05511025453105684
166,0.04042372520081537
167,0.0391459768765953
168,0.04158034483298213
169,0.03906875496619756
170,0.04442428734932257
171,0.04891158541662841
172,0.04018427375005382
173,0.04707417374472336
174,0.04360287698676258
175,0.03571990927745349
176,0.03597399784868084
177,0.03974345928104992
178,0.037985143758563086
179,0.04463737907815964
180,0.04212734019864055
181,0.04740313904730993
182,0.04004351440684395
183,0.04017502901791295
184,0.032465762215692986
185,0.03629820329216754
186,0.04728969516043331
187,0.041198629463245026
188,0.046942307451568424
189,0.05417808095905663
190,0.037950866642445825
191,0.047838774919694065
192,0.03402063131875195
193,0.04191784360344208
194,0.05842772070258033
195,0.041635998968451715
196,0.04359367916992846
197,0.04036743756657122
198,0.03312922396216014
199,0.048886317994804265
200,0.04482400176942395
201,0.04365883304961866
202,0.04382959240417786
203,0.0506669813877165
204,0.04315473379250769
205,0.0414802667336664
206,0.04200596481893604
207,0.04538225248322123
208,0.05486475421224829
209,0.045592332383986064
210,0.04490464435091901
211,0.043878715481817765
212,0.054467334115819374
213,0.059743721980858394
214,0.04578679622145501
215,0.03663176105002117
216,0.03982057903565821
217,0.043249272256380526
218,0.034476768854816923
219,0.04195068466502901
220,0.03303985461288834
221,0.04058042189938665
222,0.046604503442726895
223,0.049811059617208095
224,0.05226341858029488
225,0.04624348747721718
226,0.03780699270083117
227,0.04046993688394427
228,0.04516904579297476
229,0.04232147242018178
230,0.03954370623273063
231,0.0318276618276176
232,0.03592866075459723
233,0.038701137168652665
234,0.05256142516135521
235,0.04855652557607876
236,0.03947138855932842
237,0.04696256702258812
238,0.04537250074861299
239,0.050728506364848464
240,0.03720710933907845
241,0.04421064066823895
242,0.04372894286283504
243,0.04173686488565269
244,0.05586815424906683
245,0.05857869210358819
246,0.0344108309676696
247,0.044683740637872484
248,0.03329249141047029
249,0.05023543489021053
250,0.04825741155548823
251,0.03915589376192576
252,0.04294382662899966
253,0.04669194140417602
254,0.0506660626657913
255,0.0474932559205158
256,0.03746143549486176
257,0.03932968625742539
258,0.05088533671694315
259,0.04263750232953472
260,0.04819372579544808
261,0.04705262242557858
262,0.04738616262090122
263,0.051629129597926815
264,0.038753052350640006
265,0.062036637988733066
266,0.04866052456424094
267,0.04928675621643889
268,0.04214992314231745
269,0.04596502403499867
270,0.04301799703556646
271,0.04176699747182521
272,0.039497104584333885
273,0.040365051795164454
274,0.044781466969899285
275,0.04041899491716416
276,0.049358755873081785
277,0.03994900864117754
278,0.04795387118967601
279,0.047748349857403304
280,0.041969586693401124
281,0.03296182553749698
282,0.03648232313940563
283,0.04617142341467906
284,0.045012660513340595
285,0.047350155254055684
286,0.04772406587638283
287,0.03255454429866674
288,0.054747269507078485
289,0.05345695930774085
290,0.05061968655511746
291,0.04034440378776714
292,0.03456236845688098
293,0.038484761586592926
294,0.046141507676255855
295,0.04964958488600523
296,0.035324093798756916
297,0.05802425562533817
298,0.045154522304712084
299,0.03842026590155954
300,0.04155042266666601
301,0.033898566082038346
302,0.04719381729110644
303,0.05442200158287258
304,0.04303847382108707
305,0.042292751779056524
306,0.048007837199855345
307,0.04271868633193438
308,0.04415695174297959
309,0.04472683005984308
310,0.04259752445648645
311,0.04762261828033294
312,0.049458957383438154
313,0.041210469511737104
314,0.05190791970877755
315,0.036749441602785426
316,0.0390888833876676
317,0.03421275578676735
318,0.045195029660397026
319,0.04508882972142138
320,0.041374985178654525
321,0.04703636500265805
322,0.04537100542939329
323,0.043122218583888074
324,0.0434585172049994
325,0.04676715250752233
326,0.049329748627894986
327,0.042595496857267226
328,0.0495217642488759
329,0.041645272173362786
330,0.05407323830930999
331,0.045400776435297566
332,0.03412903263638886
333,0.030530574791109166
334,0.040797920112339986
335,0.04714956222540059
336,0.0454099788423423
337,0.051949924697094176
338,0.04832056220186252
339,0.044686530890084314
340,0.050490802689302075
341,0.06102995404585617
342,0.03680031732716402
343,0.03985757690303981
344,0.043535498692900604
345,0.05524840262437478
346,0.04445008340601443
347,0.04700150828224531
348,0.04811452402492967
349,0.03433639587133707
350,0.04980655649769016
351,0.038245652733084834
352,0.03230514438996904
353,0.039525752267822165
354,0.0404798636246498
355,0.04589493988734526
356,0.03981512446507225
357,0.04246261521901631
358,0.05263072491319932
359,0.05180133705147083
360,0.05255953052738574
361,0.03997811986185211
362,0.04748300162500173
363,0.0485840921093183
364,0.04797755513295968
365,0.040032243775585605
366,0.05817328058846267
367,0.05794432903803234
368,0.045267994345370426
369,0.04304571618118174
370,0.04028644548966262
371,0.04667089281454455
372,0.04601391275744034
373,0.0502374535324577
374,0.048108947051219125
375,0.048199215335672944
376,0.0512028455582399
377,0.04426698496336836
378,0.041611596325166325
379,0.050747749503896517
380,0.050020390892774616
381,0.043594296875305846
382,0.043979665966402286
383,0.042754979079673315
384,0.04467306166435496
385,0.04931454309962157
386,0.050086704587710584
387,0.05223005778827902
388,0.05818359588140713
389,0.04271808110275412
390,0.04928136443613446
391,0.052446058785011164
392,0.0542324133520016
